# WaterOS AI 代码标注清单
# 格式：序号<TAB>路径<TAB>行范围
# 生成方式：扫描源码中「由AI完成」标记，并解析对应代码块行范围
# 路径均以项目根目录为基准（os/ 开头）
41	os/components/wateros-fs/fs-devfs/devfs-impl/impl-kernel/src/lib.rs	304-305
42	os/components/wateros-fs/fs-devfs/devfs-impl/impl-kernel/src/lib.rs	319-321
43	os/components/wateros-fs/fs-impl/impl-devfs/src/lib.rs	1-123
44	os/components/wateros-fs/fs-impl/impl-devfs/src/lib.rs	17-22
45	os/components/wateros-fs/fs-impl/impl-devfs/src/lib.rs	27-34
46	os/components/wateros-fs/fs-impl/impl-devfs/src/lib.rs	38
47	os/components/wateros-fs/fs-impl/impl-devfs/src/lib.rs	42-45
48	os/components/wateros-fs/fs-impl/impl-devfs/src/lib.rs	48-57
49	os/components/wateros-fs/fs-impl/impl-devfs/src/lib.rs	61-76
50	os/components/wateros-fs/fs-impl/impl-devfs/src/lib.rs	87-90
51	os/components/wateros-fs/fs-impl/impl-devfs/src/lib.rs	95-101
52	os/components/wateros-fs/fs-impl/impl-devfs/src/lib.rs	105-123
53	os/components/wateros-fs/fs-impl/impl-ext4-rs/src/lib.rs	1-829
54	os/components/wateros-fs/fs-impl/impl-ext4-rs/src/lib.rs	27
55	os/components/wateros-fs/fs-impl/impl-ext4-rs/src/lib.rs	30
56	os/components/wateros-fs/fs-impl/impl-ext4-rs/src/lib.rs	33
57	os/components/wateros-fs/fs-impl/impl-ext4-rs/src/lib.rs	36
58	os/components/wateros-fs/fs-impl/impl-ext4-rs/src/lib.rs	39
59	os/components/wateros-fs/fs-impl/impl-ext4-rs/src/lib.rs	42
60	os/components/wateros-fs/fs-impl/impl-ext4-rs/src/lib.rs	46-53
61	os/components/wateros-fs/fs-impl/impl-ext4-rs/src/lib.rs	57-59
62	os/components/wateros-fs/fs-impl/impl-ext4-rs/src/lib.rs	63-69
63	os/components/wateros-fs/fs-impl/impl-ext4-rs/src/lib.rs	72-74
64	os/components/wateros-fs/fs-impl/impl-ext4-rs/src/lib.rs	79-115
65	os/components/wateros-fs/fs-impl/impl-ext4-rs/src/lib.rs	119-132
66	os/components/wateros-fs/fs-impl/impl-ext4-rs/src/lib.rs	136-146
67	os/components/wateros-fs/fs-impl/impl-ext4-rs/src/lib.rs	150-160
68	os/components/wateros-fs/fs-impl/impl-ext4-rs/src/lib.rs	164-176
69	os/components/wateros-fs/fs-impl/impl-ext4-rs/src/lib.rs	180-187
70	os/components/wateros-fs/fs-impl/impl-ext4-rs/src/lib.rs	191-216
71	os/components/wateros-fs/fs-impl/impl-ext4-rs/src/lib.rs	220-233
72	os/components/wateros-fs/fs-impl/impl-ext4-rs/src/lib.rs	237-254
73	os/components/wateros-fs/fs-impl/impl-ext4-rs/src/lib.rs	258-271
74	os/components/wateros-fs/fs-impl/impl-ext4-rs/src/lib.rs	275-290
75	os/components/wateros-fs/fs-impl/impl-ext4-rs/src/lib.rs	294-296
76	os/components/wateros-fs/fs-impl/impl-ext4-rs/src/lib.rs	305-309
77	os/components/wateros-fs/fs-impl/impl-ext4-rs/src/lib.rs	313-317
78	os/components/wateros-fs/fs-impl/impl-ext4-rs/src/lib.rs	322-326
79	os/components/wateros-fs/fs-impl/impl-ext4-rs/src/lib.rs	332-338
80	os/components/wateros-fs/fs-impl/impl-ext4-rs/src/lib.rs	341-344
81	os/components/wateros-fs/fs-impl/impl-ext4-rs/src/lib.rs	347-358
82	os/components/wateros-fs/fs-impl/impl-ext4-rs/src/lib.rs	361-380
83	os/components/wateros-fs/fs-impl/impl-ext4-rs/src/lib.rs	383-388
84	os/components/wateros-fs/fs-impl/impl-ext4-rs/src/lib.rs	391-416
85	os/components/wateros-fs/fs-impl/impl-ext4-rs/src/lib.rs	419-433
86	os/components/wateros-fs/fs-impl/impl-ext4-rs/src/lib.rs	436-440
87	os/components/wateros-fs/fs-impl/impl-ext4-rs/src/lib.rs	451-458
88	os/components/wateros-fs/fs-impl/impl-ext4-rs/src/lib.rs	461-483
89	os/components/wateros-fs/fs-impl/impl-ext4-rs/src/lib.rs	486-527
90	os/components/wateros-fs/fs-impl/impl-ext4-rs/src/lib.rs	530-540
91	os/components/wateros-fs/fs-impl/impl-ext4-rs/src/lib.rs	543-563
92	os/components/wateros-fs/fs-impl/impl-ext4-rs/src/lib.rs	566-586
93	os/components/wateros-fs/fs-impl/impl-ext4-rs/src/lib.rs	589-593
94	os/components/wateros-fs/fs-impl/impl-ext4-rs/src/lib.rs	596-605
95	os/components/wateros-fs/fs-impl/impl-ext4-rs/src/lib.rs	608-625
96	os/components/wateros-fs/fs-impl/impl-ext4-rs/src/lib.rs	628-655
97	os/components/wateros-fs/fs-impl/impl-ext4-rs/src/lib.rs	658-693
98	os/components/wateros-fs/fs-impl/impl-ext4-rs/src/lib.rs	696-710
99	os/components/wateros-fs/fs-impl/impl-ext4-rs/src/lib.rs	713-726
100	os/components/wateros-fs/fs-impl/impl-ext4-rs/src/lib.rs	755-769
101	os/components/wateros-fs/fs-impl/impl-ext4-rs/src/lib.rs	773-784
102	os/components/wateros-fs/fs-impl/impl-ext4-rs/src/lib.rs	788
103	os/components/wateros-fs/fs-impl/impl-ext4-rs/src/lib.rs	792
104	os/components/wateros-fs/fs-impl/impl-ext4-rs/src/lib.rs	795-796
105	os/components/wateros-fs/fs-impl/impl-ext4-rs/src/lib.rs	806-812
106	os/components/wateros-fs/fs-impl/impl-ext4-rs/src/lib.rs	815-820
107	os/components/wateros-fs/fs-impl/impl-ext4-rs/src/lib.rs	823-828
108	os/components/wateros-fs/fs-impl/impl-ext4/src/boot_inspect.rs	1-77
109	os/components/wateros-fs/fs-impl/impl-ext4/src/boot_inspect.rs	10-25
110	os/components/wateros-fs/fs-impl/impl-ext4/src/boot_inspect.rs	28-30
111	os/components/wateros-fs/fs-impl/impl-ext4/src/boot_inspect.rs	33-35
112	os/components/wateros-fs/fs-impl/impl-ext4/src/boot_inspect.rs	39-51
113	os/components/wateros-fs/fs-impl/impl-ext4/src/boot_inspect.rs	55-71
114	os/components/wateros-fs/fs-impl/impl-ext4/src/boot_inspect.rs	75-77
115	os/components/wateros-fs/fs-impl/impl-ext4/src/lib.rs	1-97
116	os/components/wateros-fs/fs-impl/impl-ext4/src/lib.rs	31
117	os/components/wateros-fs/fs-impl/impl-ext4/src/lib.rs	34
118	os/components/wateros-fs/fs-impl/impl-ext4/src/lib.rs	37
119	os/components/wateros-fs/fs-impl/impl-ext4/src/lib.rs	41-50
120	os/components/wateros-fs/fs-impl/impl-ext4/src/lib.rs	54
121	os/components/wateros-fs/fs-impl/impl-ext4/src/lib.rs	58
122	os/components/wateros-fs/fs-impl/impl-ext4/src/lib.rs	61-62
123	os/components/wateros-fs/fs-impl/impl-ext4/src/lib.rs	72-78
124	os/components/wateros-fs/fs-impl/impl-ext4/src/lib.rs	81-87
125	os/components/wateros-fs/fs-impl/impl-ext4/src/lib.rs	90-96
126	os/components/wateros-fs/fs-impl/impl-ext4/src/ro.rs	1-291
127	os/components/wateros-fs/fs-impl/impl-ext4/src/ro.rs	21-23
128	os/components/wateros-fs/fs-impl/impl-ext4/src/ro.rs	27-36
129	os/components/wateros-fs/fs-impl/impl-ext4/src/ro.rs	41
130	os/components/wateros-fs/fs-impl/impl-ext4/src/ro.rs	45-47
131	os/components/wateros-fs/fs-impl/impl-ext4/src/ro.rs	54-56
132	os/components/wateros-fs/fs-impl/impl-ext4/src/ro.rs	69-73
133	os/components/wateros-fs/fs-impl/impl-ext4/src/ro.rs	79-82
134	os/components/wateros-fs/fs-impl/impl-ext4/src/ro.rs	85-93
135	os/components/wateros-fs/fs-impl/impl-ext4/src/ro.rs	96-124
136	os/components/wateros-fs/fs-impl/impl-ext4/src/ro.rs	127-156
137	os/components/wateros-fs/fs-impl/impl-ext4/src/ro.rs	159-190
138	os/components/wateros-fs/fs-impl/impl-ext4/src/ro.rs	193-198
139	os/components/wateros-fs/fs-impl/impl-ext4/src/ro.rs	201-204
140	os/components/wateros-fs/fs-impl/impl-ext4/src/ro.rs	209-231
141	os/components/wateros-fs/fs-impl/impl-ext4/src/ro.rs	235-268
142	os/components/wateros-fs/fs-impl/impl-ext4/src/ro.rs	271-291
143	os/components/wateros-fs/fs-impl/impl-ext4/src/rw.rs	1-971
144	os/components/wateros-fs/fs-impl/impl-ext4/src/rw.rs	26
145	os/components/wateros-fs/fs-impl/impl-ext4/src/rw.rs	29-34
146	os/components/wateros-fs/fs-impl/impl-ext4/src/rw.rs	48-50
147	os/components/wateros-fs/fs-impl/impl-ext4/src/rw.rs	53-93
148	os/components/wateros-fs/fs-impl/impl-ext4/src/rw.rs	96-119
149	os/components/wateros-fs/fs-impl/impl-ext4/src/rw.rs	123-125
150	os/components/wateros-fs/fs-impl/impl-ext4/src/rw.rs	129-137
151	os/components/wateros-fs/fs-impl/impl-ext4/src/rw.rs	142-148
152	os/components/wateros-fs/fs-impl/impl-ext4/src/rw.rs	152
153	os/components/wateros-fs/fs-impl/impl-ext4/src/rw.rs	156
154	os/components/wateros-fs/fs-impl/impl-ext4/src/rw.rs	160-162
155	os/components/wateros-fs/fs-impl/impl-ext4/src/rw.rs	169-212
156	os/components/wateros-fs/fs-impl/impl-ext4/src/rw.rs	215-230
157	os/components/wateros-fs/fs-impl/impl-ext4/src/rw.rs	234-251
158	os/components/wateros-fs/fs-impl/impl-ext4/src/rw.rs	255-257
159	os/components/wateros-fs/fs-impl/impl-ext4/src/rw.rs	270-276
160	os/components/wateros-fs/fs-impl/impl-ext4/src/rw.rs	282-289
161	os/components/wateros-fs/fs-impl/impl-ext4/src/rw.rs	292-340
162	os/components/wateros-fs/fs-impl/impl-ext4/src/rw.rs	343-369
163	os/components/wateros-fs/fs-impl/impl-ext4/src/rw.rs	372-382
164	os/components/wateros-fs/fs-impl/impl-ext4/src/rw.rs	385-416
165	os/components/wateros-fs/fs-impl/impl-ext4/src/rw.rs	419-430
166	os/components/wateros-fs/fs-impl/impl-ext4/src/rw.rs	433-450
167	os/components/wateros-fs/fs-impl/impl-ext4/src/rw.rs	453-466
168	os/components/wateros-fs/fs-impl/impl-ext4/src/rw.rs	469-490
169	os/components/wateros-fs/fs-impl/impl-ext4/src/rw.rs	493-513
170	os/components/wateros-fs/fs-impl/impl-ext4/src/rw.rs	516-529
171	os/components/wateros-fs/fs-impl/impl-ext4/src/rw.rs	532-553
172	os/components/wateros-fs/fs-impl/impl-ext4/src/rw.rs	556-582
173	os/components/wateros-fs/fs-impl/impl-ext4/src/rw.rs	585-615
174	os/components/wateros-fs/fs-impl/impl-ext4/src/rw.rs	618-645
175	os/components/wateros-fs/fs-impl/impl-ext4/src/rw.rs	648-652
176	os/components/wateros-fs/fs-impl/impl-ext4/src/rw.rs	655-663
177	os/components/wateros-fs/fs-impl/impl-ext4/src/rw.rs	666-695
178	os/components/wateros-fs/fs-impl/impl-ext4/src/rw.rs	698-732
179	os/components/wateros-fs/fs-impl/impl-ext4/src/rw.rs	735-763
180	os/components/wateros-fs/fs-impl/impl-ext4/src/rw.rs	767-786
181	os/components/wateros-fs/fs-impl/impl-ext4/src/rw.rs	790-792
182	os/components/wateros-fs/fs-impl/impl-ext4/src/rw.rs	796-804
183	os/components/wateros-fs/fs-impl/impl-ext4/src/rw.rs	808-848
184	os/components/wateros-fs/fs-impl/impl-ext4/src/rw.rs	852-863
185	os/components/wateros-fs/fs-impl/impl-ext4/src/selftest.rs	1-132
186	os/components/wateros-fs/fs-impl/impl-ext4/src/selftest.rs	10-28
187	os/components/wateros-fs/fs-impl/impl-ext4/src/selftest.rs	32-50
188	os/components/wateros-fs/fs-impl/impl-ext4/src/selftest.rs	54-81
189	os/components/wateros-fs/fs-impl/impl-ext4/src/selftest.rs	84-112
190	os/components/wateros-fs/fs-impl/impl-ext4/src/selftest.rs	116-132
191	os/components/wateros-fs/fs-procfs/procfs-impl/impl-kernel/src/lib.rs	1-614
192	os/components/wateros-fs/fs-procfs/procfs-impl/impl-kernel/src/lib.rs	23
193	os/components/wateros-fs/fs-procfs/procfs-impl/impl-kernel/src/lib.rs	25
194	os/components/wateros-fs/fs-procfs/procfs-impl/impl-kernel/src/lib.rs	27
195	os/components/wateros-fs/fs-procfs/procfs-impl/impl-kernel/src/lib.rs	31-33
196	os/components/wateros-fs/fs-procfs/procfs-impl/impl-kernel/src/lib.rs	37-39
197	os/components/wateros-fs/fs-procfs/procfs-impl/impl-kernel/src/lib.rs	43-45
198	os/components/wateros-fs/fs-procfs/procfs-impl/impl-kernel/src/lib.rs	49-52
199	os/components/wateros-fs/fs-procfs/procfs-impl/impl-kernel/src/lib.rs	56-59
200	os/components/wateros-fs/fs-procfs/procfs-impl/impl-kernel/src/lib.rs	63-66
201	os/components/wateros-fs/fs-procfs/procfs-impl/impl-kernel/src/lib.rs	88-104
202	os/components/wateros-fs/fs-procfs/procfs-impl/impl-kernel/src/lib.rs	108-141
203	os/components/wateros-fs/fs-procfs/procfs-impl/impl-kernel/src/lib.rs	145-151
204	os/components/wateros-fs/fs-procfs/procfs-impl/impl-kernel/src/lib.rs	155-178
205	os/components/wateros-fs/fs-procfs/procfs-impl/impl-kernel/src/lib.rs	182-184
206	os/components/wateros-fs/fs-procfs/procfs-impl/impl-kernel/src/lib.rs	188-199
207	os/components/wateros-fs/fs-procfs/procfs-impl/impl-kernel/src/lib.rs	202-204
208	os/components/wateros-fs/fs-procfs/procfs-impl/impl-kernel/src/lib.rs	207-224
209	os/components/wateros-fs/fs-procfs/procfs-impl/impl-kernel/src/lib.rs	228-230
210	os/components/wateros-fs/fs-procfs/procfs-impl/impl-kernel/src/lib.rs	234-244
211	os/components/wateros-fs/fs-procfs/procfs-impl/impl-kernel/src/lib.rs	247-279
212	os/components/wateros-fs/fs-procfs/procfs-impl/impl-kernel/src/lib.rs	282-317
213	os/components/wateros-fs/fs-procfs/procfs-impl/impl-kernel/src/lib.rs	322-326
214	os/components/wateros-fs/fs-procfs/procfs-impl/impl-kernel/src/lib.rs	329-336
215	os/components/wateros-fs/fs-procfs/procfs-impl/impl-kernel/src/lib.rs	339-348
216	os/components/wateros-fs/fs-procfs/procfs-impl/impl-kernel/src/lib.rs	351-365
217	os/components/wateros-fs/fs-procfs/procfs-impl/impl-kernel/src/lib.rs	368-387
218	os/components/wateros-fs/fs-procfs/procfs-impl/impl-kernel/src/lib.rs	390-399
219	os/components/wateros-fs/fs-procfs/procfs-impl/impl-kernel/src/lib.rs	402-412
220	os/components/wateros-fs/fs-procfs/procfs-impl/impl-kernel/src/lib.rs	416
221	os/components/wateros-fs/fs-procfs/procfs-impl/impl-kernel/src/lib.rs	426-440
222	os/components/wateros-fs/fs-procfs/procfs-impl/impl-kernel/src/lib.rs	443-488
223	os/components/wateros-fs/fs-procfs/procfs-impl/impl-kernel/src/lib.rs	491-507
224	os/components/wateros-fs/fs-procfs/procfs-impl/impl-kernel/src/lib.rs	510-573
225	os/components/wateros-fs/fs-procfs/procfs-impl/impl-kernel/src/lib.rs	578
226	os/components/wateros-fs/fs-procfs/procfs-impl/impl-kernel/src/lib.rs	582
227	os/components/wateros-fs/fs-procfs/procfs-impl/impl-kernel/src/lib.rs	585-586
228	os/components/wateros-fs/fs-procfs/procfs-impl/impl-kernel/src/lib.rs	600-605
229	os/components/wateros-fs/fs-procfs/procfs-impl/impl-kernel/src/lib.rs	610-614
230	os/components/wateros-fs/fs-rootfs/rootfs-impl/impl-kernel/src/lib.rs	1-208
231	os/components/wateros-fs/fs-rootfs/rootfs-impl/impl-kernel/src/lib.rs	17
232	os/components/wateros-fs/fs-rootfs/rootfs-impl/impl-kernel/src/lib.rs	21
233	os/components/wateros-fs/fs-rootfs/rootfs-impl/impl-kernel/src/lib.rs	24
234	os/components/wateros-fs/fs-rootfs/rootfs-impl/impl-kernel/src/lib.rs	26
235	os/components/wateros-fs/fs-rootfs/rootfs-impl/impl-kernel/src/lib.rs	28
236	os/components/wateros-fs/fs-rootfs/rootfs-impl/impl-kernel/src/lib.rs	32
237	os/components/wateros-fs/fs-rootfs/rootfs-impl/impl-kernel/src/lib.rs	36-38
238	os/components/wateros-fs/fs-rootfs/rootfs-impl/impl-kernel/src/lib.rs	45-49
239	os/components/wateros-fs/fs-rootfs/rootfs-impl/impl-kernel/src/lib.rs	52-63
240	os/components/wateros-fs/fs-rootfs/rootfs-impl/impl-kernel/src/lib.rs	71-73
241	os/components/wateros-fs/fs-rootfs/rootfs-impl/impl-kernel/src/lib.rs	81-88
242	os/components/wateros-fs/fs-rootfs/rootfs-impl/impl-kernel/src/lib.rs	92-97
243	os/components/wateros-fs/fs-rootfs/rootfs-impl/impl-kernel/src/lib.rs	101-112
244	os/components/wateros-fs/fs-rootfs/rootfs-impl/impl-kernel/src/lib.rs	117-120
245	os/components/wateros-fs/fs-rootfs/rootfs-impl/impl-kernel/src/lib.rs	131-134
246	os/components/wateros-fs/fs-rootfs/rootfs-impl/impl-kernel/src/lib.rs	150-180
247	os/components/wateros-fs/fs-rootfs/rootfs-impl/impl-kernel/src/lib.rs	184-207
248	os/components/wateros-ipc/ipc-futex/futex-impl/impl-task/src/hub.rs	1-184
249	os/components/wateros-ipc/ipc-futex/futex-impl/impl-task/src/hub.rs	16-19
250	os/components/wateros-ipc/ipc-futex/futex-impl/impl-task/src/hub.rs	23-25
251	os/components/wateros-ipc/ipc-futex/futex-impl/impl-task/src/hub.rs	35-38
252	os/components/wateros-ipc/ipc-futex/futex-impl/impl-task/src/hub.rs	41-46
253	os/components/wateros-ipc/ipc-futex/futex-impl/impl-task/src/hub.rs	49-56
254	os/components/wateros-ipc/ipc-futex/futex-impl/impl-task/src/hub.rs	60-96
255	os/components/wateros-ipc/ipc-futex/futex-impl/impl-task/src/hub.rs	101-115
256	os/components/wateros-ipc/ipc-futex/futex-impl/impl-task/src/hub.rs	119-124
257	os/components/wateros-ipc/ipc-futex/futex-impl/impl-task/src/hub.rs	128-143
258	os/components/wateros-ipc/ipc-futex/futex-impl/impl-task/src/hub.rs	146-151
259	os/components/wateros-ipc/ipc-futex/futex-impl/impl-task/src/hub.rs	154-165
260	os/components/wateros-ipc/ipc-futex/futex-impl/impl-task/src/hub.rs	168-176
261	os/components/wateros-ipc/ipc-futex/futex-impl/impl-task/src/hub.rs	179-183
262	os/components/wateros-ipc/ipc-futex/futex-impl/impl-task/src/lib.rs	1-42
263	os/components/wateros-ipc/ipc-futex/futex-impl/impl-task/src/lib.rs	14-32
264	os/components/wateros-ipc/ipc-pipe/pipe-impl/impl-ringbuf/src/endpoint.rs	1-208
265	os/components/wateros-ipc/ipc-pipe/pipe-impl/impl-ringbuf/src/endpoint.rs	15-19
266	os/components/wateros-ipc/ipc-pipe/pipe-impl/impl-ringbuf/src/endpoint.rs	23-33
267	os/components/wateros-ipc/ipc-pipe/pipe-impl/impl-ringbuf/src/endpoint.rs	39-41
268	os/components/wateros-ipc/ipc-pipe/pipe-impl/impl-ringbuf/src/endpoint.rs	57-59
269	os/components/wateros-ipc/ipc-pipe/pipe-impl/impl-ringbuf/src/endpoint.rs	69-71
270	os/components/wateros-ipc/ipc-pipe/pipe-impl/impl-ringbuf/src/endpoint.rs	75-77
271	os/components/wateros-ipc/ipc-pipe/pipe-impl/impl-ringbuf/src/endpoint.rs	81-83
272	os/components/wateros-ipc/ipc-pipe/pipe-impl/impl-ringbuf/src/endpoint.rs	87-89
273	os/components/wateros-ipc/ipc-pipe/pipe-impl/impl-ringbuf/src/endpoint.rs	95-111
274	os/components/wateros-ipc/ipc-pipe/pipe-impl/impl-ringbuf/src/endpoint.rs	124-133
275	os/components/wateros-ipc/ipc-pipe/pipe-impl/impl-ringbuf/src/endpoint.rs	136-145
276	os/components/wateros-ipc/ipc-pipe/pipe-impl/impl-ringbuf/src/endpoint.rs	148-153
277	os/components/wateros-ipc/ipc-pipe/pipe-impl/impl-ringbuf/src/endpoint.rs	157-177
278	os/components/wateros-ipc/ipc-pipe/pipe-impl/impl-ringbuf/src/endpoint.rs	159
279	os/components/wateros-ipc/ipc-pipe/pipe-impl/impl-ringbuf/src/endpoint.rs	161
280	os/components/wateros-ipc/ipc-pipe/pipe-impl/impl-ringbuf/src/endpoint.rs	180-207
281	os/components/wateros-ipc/ipc-pipe/pipe-impl/impl-ringbuf/src/endpoint.rs	187
282	os/components/wateros-ipc/ipc-pipe/pipe-impl/impl-ringbuf/src/endpoint.rs	189
283	os/components/wateros-ipc/ipc-pipe/pipe-impl/impl-ringbuf/src/kernel_pipe.rs	1-438
284	os/components/wateros-ipc/ipc-pipe/pipe-impl/impl-ringbuf/src/kernel_pipe.rs	13
285	os/components/wateros-ipc/ipc-pipe/pipe-impl/impl-ringbuf/src/kernel_pipe.rs	15
286	os/components/wateros-ipc/ipc-pipe/pipe-impl/impl-ringbuf/src/kernel_pipe.rs	17
287	os/components/wateros-ipc/ipc-pipe/pipe-impl/impl-ringbuf/src/kernel_pipe.rs	19
288	os/components/wateros-ipc/ipc-pipe/pipe-impl/impl-ringbuf/src/kernel_pipe.rs	22-32
289	os/components/wateros-ipc/ipc-pipe/pipe-impl/impl-ringbuf/src/kernel_pipe.rs	36-49
290	os/components/wateros-ipc/ipc-pipe/pipe-impl/impl-ringbuf/src/kernel_pipe.rs	72-87
291	os/components/wateros-ipc/ipc-pipe/pipe-impl/impl-ringbuf/src/kernel_pipe.rs	90-105
292	os/components/wateros-ipc/ipc-pipe/pipe-impl/impl-ringbuf/src/kernel_pipe.rs	110-114
293	os/components/wateros-ipc/ipc-pipe/pipe-impl/impl-ringbuf/src/kernel_pipe.rs	125-127
294	os/components/wateros-ipc/ipc-pipe/pipe-impl/impl-ringbuf/src/kernel_pipe.rs	137-139
295	os/components/wateros-ipc/ipc-pipe/pipe-impl/impl-ringbuf/src/kernel_pipe.rs	149-151
296	os/components/wateros-ipc/ipc-pipe/pipe-impl/impl-ringbuf/src/kernel_pipe.rs	155-157
297	os/components/wateros-ipc/ipc-pipe/pipe-impl/impl-ringbuf/src/kernel_pipe.rs	161-163
298	os/components/wateros-ipc/ipc-pipe/pipe-impl/impl-ringbuf/src/kernel_pipe.rs	167-169
299	os/components/wateros-ipc/ipc-pipe/pipe-impl/impl-ringbuf/src/kernel_pipe.rs	173-175
300	os/components/wateros-ipc/ipc-pipe/pipe-impl/impl-ringbuf/src/kernel_pipe.rs	179-181
301	os/components/wateros-ipc/ipc-pipe/pipe-impl/impl-ringbuf/src/kernel_pipe.rs	185-187
302	os/components/wateros-ipc/ipc-pipe/pipe-impl/impl-ringbuf/src/kernel_pipe.rs	191-193
303	os/components/wateros-ipc/ipc-pipe/pipe-impl/impl-ringbuf/src/kernel_pipe.rs	197-207
304	os/components/wateros-ipc/ipc-pipe/pipe-impl/impl-ringbuf/src/kernel_pipe.rs	211-221
305	os/components/wateros-ipc/ipc-pipe/pipe-impl/impl-ringbuf/src/kernel_pipe.rs	225-238
306	os/components/wateros-ipc/ipc-pipe/pipe-impl/impl-ringbuf/src/kernel_pipe.rs	242-255
307	os/components/wateros-ipc/ipc-pipe/pipe-impl/impl-ringbuf/src/kernel_pipe.rs	259-267
308	os/components/wateros-ipc/ipc-pipe/pipe-impl/impl-ringbuf/src/kernel_pipe.rs	271-279
309	os/components/wateros-ipc/ipc-pipe/pipe-impl/impl-ringbuf/src/kernel_pipe.rs	282-285
310	os/components/wateros-ipc/ipc-pipe/pipe-impl/impl-ringbuf/src/kernel_pipe.rs	288-291
311	os/components/wateros-ipc/ipc-pipe/pipe-impl/impl-ringbuf/src/kernel_pipe.rs	303-309
312	os/components/wateros-ipc/ipc-pipe/pipe-impl/impl-ringbuf/src/kernel_pipe.rs	312-314
313	os/components/wateros-ipc/ipc-pipe/pipe-impl/impl-ringbuf/src/kernel_pipe.rs	317-328
314	os/components/wateros-ipc/ipc-pipe/pipe-impl/impl-ringbuf/src/kernel_pipe.rs	331-333
315	os/components/wateros-ipc/ipc-pipe/pipe-impl/impl-ringbuf/src/kernel_pipe.rs	336-352
316	os/components/wateros-ipc/ipc-pipe/pipe-impl/impl-ringbuf/src/kernel_pipe.rs	355-370
